pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Sev	AZ	CM022185.2_RagTag	58350001	58400000	0.0041454738105966	48959	23036	5556904	318536
Butte	Sev	CM022185.2_RagTag	58350001	58400000	0.004053080808127	48959	17716	4370996	329356
Butte	Sev	CM022185.2_RagTag	58400001	58450000	0.0041358668457989	48571	18052	4364744	298072
WTX	AZ	CM022185.2_RagTag	58400001	58450000	0.0049203792013986	48571	91772	18651408	776992
Sev	AZ	CM022185.2_RagTag	58400001	58450000	0.0044152720540099	48571	24496	5548016	280504
Butte	AZ	CM022185.2_RagTag	58400001	58450000	0.0043846154463031	48571	65610	14963684	579036
WTX	Butte	CM022185.2_RagTag	58400001	58450000	0.0047149108459169	48571	69182	14673024	869696
WTX	Sev	CM022185.2_RagTag	58400001	58450000	0.004614467388132	48571	25108	5441148	387372
Butte	AZ	CM022185.2_RagTag	58450001	58500000	0.0048756811114237	48506	73270	15027644	494276
Butte	Sev	CM022185.2_RagTag	58450001	58500000	0.0049672739457761	48504	21702	4368996	287580
WTX	AZ	CM022185.2_RagTag	58450001	58500000	0.0061166858960634	48506	114046	18645064	757336
WTX	Sev	CM022185.2_RagTag	58450001	58500000	0.0060503566759045	48504	32800	5421168	399552
WTX	Butte	CM022185.2_RagTag	58450001	58500000	0.0058363086877266	48506	85844	14708612	813308
Sev	AZ	CM022185.2_RagTag	58450001	58500000	0.0050504649359314	48504	27978	5539688	281032
WTX	AZ	CM022185.2_RagTag	58500001	58550000	0.0059842206086055	48762	111910	18700848	803952
Butte	Sev	CM022185.2_RagTag	58500001	58550000	0.0051052764801988	48756	22186	4345700	335452
Butte	AZ	CM022185.2_RagTag	58500001	58550000	0.0055359901966007	48762	83124	15015200	588640
Sev	AZ	CM022185.2_RagTag	58500001	58550000	0.0052445230926448	48756	29068	5542544	308896
WTX	Butte	CM022185.2_RagTag	58500001	58550000	0.0058755774819795	48762	86188	14668856	934984
WTX	Sev	CM022185.2_RagTag	58500001	58550000	0.0054751792121977	48756	29644	5414252	437188
Butte	Sev	CM022185.2_RagTag	58550001	58600000	0.0046727752229647	48031	20050	4290812	320356
WTX	Butte	CM022185.2_RagTag	58550001	58600000	0.0054577729156083	48033	78944	14464508	906052
WTX	Sev	CM022185.2_RagTag	58550001	58600000	0.0050313588434473	48031	26990	5364356	399604
WTX	AZ	CM022185.2_RagTag	58550001	58600000	0.0055527139536662	48033	102524	18463764	749436
Butte	AZ	CM022185.2_RagTag	58550001	58600000	0.0051392728731155	48033	75910	14770572	599988
Sev	AZ	CM022185.2_RagTag	58550001	58600000	0.0049442670159744	48031	27086	5478264	285696
Sev	AZ	CM022185.2_RagTag	58600001	58650000	0.0048719041809713	46382	25782	5291976	273864
WTX	Sev	CM022185.2_RagTag	58600001	58650000	0.0053930553424327	46382	27976	5187412	378428
WTX	AZ	CM022185.2_RagTag	58600001	58650000	0.0060495427716724	46382	108070	17864160	688640
Butte	Sev	CM022185.2_RagTag	58600001	58650000	0.0044370818340706	46382	18492	4167604	285068
WTX	Butte	CM022185.2_RagTag	58600001	58650000	0.005820196983409	46382	81882	14068596	773644
Butte	AZ	CM022185.2_RagTag	58600001	58650000	0.0051911169762342	46382	74520	14355292	486948
WTX	Butte	CM022185.2_RagTag	58650001	58700000	0.0050801769516375	48798	74548	14674292	941068
Butte	Sev	CM022185.2_RagTag	58650001	58700000	0.0044217060546335	48790	19204	4343120	341488
Butte	AZ	CM022185.2_RagTag	58650001	58700000	0.0047441678728486	48798	71296	15028136	587224
Sev	AZ	CM022185.2_RagTag	58650001	58700000	0.0045754325725345	48790	25286	5526472	329288
WTX	Sev	CM022185.2_RagTag	58650001	58700000	0.004794425613951	48790	25874	5396684	459076
WTX	AZ	CM022185.2_RagTag	58650001	58700000	0.0052512662947059	48798	98034	18668640	850560
WTX	AZ	CM022185.2_RagTag	58700001	58750000	0.0056992269656422	48668	106256	18643932	823268
WTX	Butte	CM022185.2_RagTag	58700001	58750000	0.0056176439263336	48668	82494	14684804	888956
WTX	Sev	CM022185.2_RagTag	58700001	58750000	0.0054943141701592	48668	29664	5399036	441124
Butte	Sev	CM022185.2_RagTag	58700001	58750000	0.0047780513632485	48668	20810	4355332	316796
Sev	AZ	CM022185.2_RagTag	58700001	58750000	0.0049760223506849	48668	27514	5529316	310844
Butte	AZ	CM022185.2_RagTag	58700001	58750000	0.0051647186503492	48668	77684	15041284	532476
Sev	AZ	CM022185.2_RagTag	58750001	58800000	0.0047093973333802	48102	25718	5460996	311244
Butte	AZ	CM022185.2_RagTag	58750001	58800000	0.0053380084660099	48102	78896	14780044	612596
WTX	Sev	CM022185.2_RagTag	58750001	58800000	0.0054087607498792	48102	28946	5351688	420552
WTX	AZ	CM022185.2_RagTag	58750001	58800000	0.005526324526556	48102	101868	18433228	807572
Butte	Sev	CM022185.2_RagTag	58750001	58800000	0.0049731529920498	48102	21336	4290236	327556
WTX	Butte	CM022185.2_RagTag	58750001	58800000	0.0059222025134691	48102	85752	14479748	912892
Butte	AZ	CM022185.2_RagTag	58800001	58850000	0.0042763056925325	48731	64086	14986300	607620
WTX	Butte	CM022185.2_RagTag	58800001	58850000	0.0049759896554021	48731	72900	14650352	943568
WTX	Sev	CM022185.2_RagTag	58800001	58850000	0.0045034422114664	48720	24214	5376776	470944
WTX	AZ	CM022185.2_RagTag	58800001	58850000	0.0049459286710952	48731	91990	18599136	893264
Butte	Sev	CM022185.2_RagTag	58800001	58850000	0.0040313978991111	48720	17462	4331500	346676
Sev	AZ	CM022185.2_RagTag	58800001	58850000	0.0039759095743365	48720	21862	5498616	349104
Butte	AZ	CM022185.2_RagTag	58850001	58900000	0.0052785044063267	48328	78762	14921272	543688
WTX	Sev	CM022185.2_RagTag	58850001	58900000	0.0053640662468344	48325	28722	5354520	444840
WTX	AZ	CM022185.2_RagTag	58850001	58900000	0.0056114739938505	48328	104180	18565532	765668
Butte	Sev	CM022185.2_RagTag	58850001	58900000	0.0050224583739244	48325	21612	4303072	336416
Sev	AZ	CM022185.2_RagTag	58850001	58900000	0.005269599410894	48325	28796	5464552	334808
WTX	Butte	CM022185.2_RagTag	58850001	58900000	0.0053684483873448	48328	78476	14618004	846956
Sev	AZ	CM022185.2_RagTag	58900001	58950000	0.0059827149941026	48206	33092	5531268	253572
Butte	Sev	CM022185.2_RagTag	58900001	58950000	0.0058365937479043	48206	25414	4354252	273620
Butte	AZ	CM022185.2_RagTag	58900001	58950000	0.0063251897852436	48207	94182	14889988	536252
WTX	Sev	CM022185.2_RagTag	58900001	58950000	0.0056981194283842	48206	30832	5410908	373932
WTX	AZ	CM022185.2_RagTag	58900001	58950000	0.0064609403007083	48207	119526	18499784	783016
WTX	Butte	CM022185.2_RagTag	58900001	58950000	0.0061589579674807	48207	89700	14564152	862088
WTX	Butte	CM022185.2_RagTag	58950001	59000000	0.0059743064718345	48707	87298	14612240	974000
WTX	Sev	CM022185.2_RagTag	58950001	59000000	0.0058695391784951	48684	31558	5376572	468268
WTX	AZ	CM022185.2_RagTag	58950001	59000000	0.0057434134884033	48707	106360	18518604	964196
Butte	Sev	CM022185.2_RagTag	58950001	59000000	0.0058471844192346	48684	25530	4366204	309668
Butte	AZ	CM022185.2_RagTag	58950001	59000000	0.0057596328815906	48707	86612	15037764	548476
Sev	AZ	CM022185.2_RagTag	58950001	59000000	0.0054763507090847	48684	30304	5533612	311228
Butte	AZ	CM022185.2_RagTag	59000001	59050000	0.0056720692807572	48839	85646	15099604	528876
Butte	Sev	CM022185.2_RagTag	59000001	59050000	0.005713886547735	48837	25030	4380556	307988
Sev	AZ	CM022185.2_RagTag	59000001	59050000	0.005835890727977	48837	32480	5565560	295120
WTX	Sev	CM022185.2_RagTag	59000001	59050000	0.0057047550170429	48837	31016	5436868	423812
WTX	Butte	CM022185.2_RagTag	59000001	59050000	0.0057520024294879	48839	84854	14752080	876400
WTX	AZ	CM022185.2_RagTag	59000001	59050000	0.0058102199754064	48839	108864	18736640	798960
Butte	AZ	CM022185.2_RagTag	59050001	59100000	0.004824203545623	48325	72134	14952520	511480
Butte	Sev	CM022185.2_RagTag	59050001	59100000	0.0049817654845882	48324	21616	4339024	300176
Sev	AZ	CM022185.2_RagTag	59050001	59100000	0.0050882913655066	48324	27982	5499292	299708
WTX	Sev	CM022185.2_RagTag	59050001	59100000	0.0048928544170182	48324	26412	5398076	400924
WTX	Butte	CM022185.2_RagTag	59050001	59100000	0.0049393283854204	48325	72498	14677704	786296
WTX	AZ	CM022185.2_RagTag	59050001	59100000	0.0050486077003336	48325	93910	18601168	728832
WTX	Butte	CM022185.2_RagTag	59100001	59150000	0.0062390557657808	48419	90742	14544188	949892
WTX	Sev	CM022185.2_RagTag	59100001	59150000	0.0061334139492666	48415	33192	5411668	398612
WTX	AZ	CM022185.2_RagTag	59100001	59150000	0.0063582109647211	48419	117496	18479412	888188
Butte	Sev	CM022185.2_RagTag	59100001	59150000	0.0058481913291402	48415	25566	4371608	276616
Butte	AZ	CM022185.2_RagTag	59100001	59150000	0.0061731968909667	48419	92124	14923224	570856
Sev	AZ	CM022185.2_RagTag	59100001	59150000	0.0060161404959094	48415	33418	5554724	255556
Butte	AZ	CM022185.2_RagTag	59150001	59200000	0.0048390255780469	48832	73132	15112960	513280
Sev	AZ	CM022185.2_RagTag	59150001	59200000	0.004279377122842	48832	23878	5579784	280056
Butte	Sev	CM022185.2_RagTag	59150001	59200000	0.0045554414159607	48832	20062	4403964	283908
WTX	Butte	CM022185.2_RagTag	59150001	59200000	0.0051320526993035	48832	75858	14781220	845020
WTX	Sev	CM022185.2_RagTag	59150001	59200000	0.0047763978887844	48832	26070	5458088	401752
WTX	AZ	CM022185.2_RagTag	59150001	59200000	0.0051695121586584	48832	96820	18729040	803760
WTX	Butte	CM022185.2_RagTag	59200001	59250000	0.0047836802829939	46407	66620	13926516	923724
WTX	Sev	CM022185.2_RagTag	59200001	59250000	0.0043752721282511	46405	22268	5089512	479328
WTX	AZ	CM022185.2_RagTag	59200001	59250000	0.0049700880304363	46407	87834	17672524	890276
Butte	Sev	CM022185.2_RagTag	59200001	59250000	0.0041672794063939	46405	17116	4107236	347836
Butte	AZ	CM022185.2_RagTag	59200001	59250000	0.0045077264896681	46407	64306	14265728	584512
Sev	AZ	CM022185.2_RagTag	59200001	59250000	0.0040980178974659	46405	21364	5213252	355588
Sev	AZ	CM022185.2_RagTag	59250001	59300000	0.0051592164320375	48644	28562	5536112	301288
Butte	AZ	CM022185.2_RagTag	59250001	59300000	0.0049790459149336	48645	74664	14995644	570756
Butte	Sev	CM022185.2_RagTag	59250001	59300000	0.0053463669569382	48644	23308	4359596	310324
WTX	Sev	CM022185.2_RagTag	59250001	59300000	0.0057168425353513	48644	30894	5404032	433368
WTX	Butte	CM022185.2_RagTag	59250001	59300000	0.0060028274642816	48645	87860	14636436	929964
WTX	AZ	CM022185.2_RagTag	59250001	59300000	0.0059496089832704	48645	110588	18587440	870560
Butte	Sev	CM022185.2_RagTag	59300001	59350000	0.0044412114676681	48380	19110	4302880	341888
WTX	AZ	CM022185.2_RagTag	59300001	59350000	0.0051683336816712	48383	95650	18506932	846268
WTX	Sev	CM022185.2_RagTag	59300001	59350000	0.0047954662130495	48380	25744	5368404	437556
WTX	Butte	CM022185.2_RagTag	59300001	59350000	0.0050607862810871	48383	73358	14495376	987184
Butte	AZ	CM022185.2_RagTag	59300001	59350000	0.0046576506694546	48383	69052	14825500	657060
Sev	AZ	CM022185.2_RagTag	59300001	59350000	0.0043306616233952	48380	23778	5490616	315344
Butte	AZ	CM022185.2_RagTag	59350001	59400000	0.0054912219713806	47962	81192	14785780	562060
Sev	AZ	CM022185.2_RagTag	59350001	59400000	0.0051439647582281	47956	27950	5433552	321888
WTX	Butte	CM022185.2_RagTag	59350001	59400000	0.0058725517804981	47962	85082	14488080	859760
Butte	Sev	CM022185.2_RagTag	59350001	59400000	0.0050903380784581	47956	21784	4279480	324872
WTX	AZ	CM022185.2_RagTag	59350001	59400000	0.005965029472113	47962	109658	18383480	801320
WTX	Sev	CM022185.2_RagTag	59350001	59400000	0.0055306019882221	47956	29448	5324556	430884
Butte	AZ	CM022185.2_RagTag	59400001	59450000	0.0045126315335357	48797	67782	15020504	594536
Butte	Sev	CM022185.2_RagTag	59400001	59450000	0.0044203582129351	48781	19362	4380188	304324
Sev	AZ	CM022185.2_RagTag	59400001	59450000	0.0042791440273577	48781	23800	5561860	293780
WTX	Sev	CM022185.2_RagTag	59400001	59450000	0.0045894987206215	48781	24946	5435452	420188
WTX	Butte	CM022185.2_RagTag	59400001	59450000	0.0048760937175918	48797	71562	14676092	938948
WTX	AZ	CM022185.2_RagTag	59400001	59450000	0.0049009762685504	48797	91362	18641592	877208
WTX	Butte	CM022185.2_RagTag	59450001	59500000	0.0052147543344924	48449	76172	14607016	896664
WTX	AZ	CM022185.2_RagTag	59450001	59500000	0.0051260602141077	48449	95178	18567476	812124
Butte	Sev	CM022185.2_RagTag	59450001	59500000	0.0044158894823713	48445	19220	4352464	298640
Butte	AZ	CM022185.2_RagTag	59450001	59500000	0.004562677307678	48449	67974	14897832	605848
Sev	AZ	CM022185.2_RagTag	59450001	59500000	0.0045376441133206	48445	25098	5531064	282816
WTX	Sev	CM022185.2_RagTag	59450001	59500000	0.0049343961339116	48445	26760	5423156	390724
Sev	AZ	CM022185.2_RagTag	59500001	59550000	0.0041553905398448	48812	23118	5563376	294304
Butte	Sev	CM022185.2_RagTag	59500001	59550000	0.003955690434529	48812	17362	4389120	297024
WTX	AZ	CM022185.2_RagTag	59500001	59550000	0.0051081642682853	48814	94792	18556960	968640
WTX	Sev	CM022185.2_RagTag	59500001	59550000	0.0048775090555004	48812	26538	5440892	416788
WTX	Butte	CM022185.2_RagTag	59500001	59550000	0.0050486270335487	48814	73914	14640416	980064
Butte	AZ	CM022185.2_RagTag	59500001	59550000	0.0042522390297364	48814	63646	14967644	652836
Sev	AZ	CM022185.2_RagTag	59550001	59600000	0.0050925875801637	48499	28222	5541780	278460
Butte	Sev	CM022185.2_RagTag	59550001	59600000	0.004650247501308	48499	20228	4349876	306316
WTX	AZ	CM022185.2_RagTag	59550001	59600000	0.0053925431298242	48502	100462	18629800	771000
WTX	Sev	CM022185.2_RagTag	59550001	59600000	0.005240675071509	48499	28428	5424492	395748
WTX	Butte	CM022185.2_RagTag	59550001	59600000	0.005199129150314	48502	75998	14617448	903192
Butte	AZ	CM022185.2_RagTag	59550001	59600000	0.0048026665031913	48502	71762	14942116	578524
Butte	AZ	CM022185.2_RagTag	59600001	59650000	0.0056854870272902	48578	85126	14972508	572452
Butte	Sev	CM022185.2_RagTag	59600001	59650000	0.005381947505826	48571	23196	4309964	353524
Sev	AZ	CM022185.2_RagTag	59600001	59650000	0.0055991629327976	48571	30716	5485820	343540
WTX	Sev	CM022185.2_RagTag	59600001	59650000	0.0058380001690006	48571	31228	5349092	480268
WTX	Butte	CM022185.2_RagTag	59600001	59650000	0.0060693397717863	48578	88606	14598952	946008
WTX	AZ	CM022185.2_RagTag	59600001	59650000	0.0063148763616398	48578	117408	18592288	838912
WTX	Butte	CM022185.2_RagTag	59650001	59700000	0.00628165989659	46925	88134	14030368	985632
WTX	Sev	CM022185.2_RagTag	59650001	59700000	0.0060718231449938	46924	31612	5206344	424656
WTX	AZ	CM022185.2_RagTag	59650001	59700000	0.0062246329294879	46925	111330	17885392	884608
Butte	Sev	CM022185.2_RagTag	59650001	59700000	0.0058438299194531	46924	24450	4183900	320900
Butte	AZ	CM022185.2_RagTag	59650001	59700000	0.0057577382872548	46925	82746	14371268	644732
Sev	AZ	CM022185.2_RagTag	59650001	59700000	0.0054362211289794	46924	29000	5334588	296412
Sev	AZ	CM022185.2_RagTag	59700001	59750000	0.004817706159128	48348	26544	5509676	293284
Butte	AZ	CM022185.2_RagTag	59700001	59750000	0.0055119439134303	48358	81910	14860456	614104
Butte	Sev	CM022185.2_RagTag	59700001	59750000	0.0051744554444471	48348	22408	4330504	311864
WTX	AZ	CM022185.2_RagTag	59700001	59750000	0.0060782734425204	48358	111990	18424640	918560
WTX	Sev	CM022185.2_RagTag	59700001	59750000	0.0057115297313374	48348	30648	5365988	436972
WTX	Butte	CM022185.2_RagTag	59700001	59750000	0.0059496473924838	48358	86128	14476152	998408
WTX	Butte	CM022185.2_RagTag	59750001	59800000	0.0048946560390105	48488	72078	14725856	790304
WTX	Sev	CM022185.2_RagTag	59750001	59800000	0.0046006377997751	48476	24958	5424900	393660
WTX	AZ	CM022185.2_RagTag	59750001	59800000	0.0046213527348757	48488	86078	18626148	769052
Butte	Sev	CM022185.2_RagTag	59750001	59800000	0.0044636531751538	48476	19532	4375788	279060
Butte	AZ	CM022185.2_RagTag	59750001	59800000	0.0043751966343126	48488	65750	15027896	488264
Sev	AZ	CM022185.2_RagTag	59750001	59800000	0.0043852169376249	48476	24274	5535416	283144
Sev	AZ	CM022185.2_RagTag	59800001	59850000	0.0039417490641968	48463	21760	5520392	295768
Butte	AZ	CM022185.2_RagTag	59800001	59850000	0.0040102923233425	48468	59780	14906644	603116
Butte	Sev	CM022185.2_RagTag	59800001	59850000	0.0040105584654293	48463	17412	4341540	311388
WTX	Sev	CM022185.2_RagTag	59800001	59850000	0.0042712852504576	48463	23164	5423192	392968
WTX	Butte	CM022185.2_RagTag	59800001	59850000	0.0044270995531923	48468	64824	14642544	867216
WTX	AZ	CM022185.2_RagTag	59800001	59850000	0.004380786156793	48468	81564	18618576	768624
WTX	Butte	CM022185.2_RagTag	59850001	59900000	0.0050155299769119	48795	73938	14741812	872588
WTX	Sev	CM022185.2_RagTag	59850001	59900000	0.0050220685505036	48795	27440	5463884	391516
WTX	AZ	CM022185.2_RagTag	59850001	59900000	0.0049703482805693	48795	92656	18641752	876248
Butte	Sev	CM022185.2_RagTag	59850001	59900000	0.0045016010313136	48795	19918	4424648	259672
Butte	AZ	CM022185.2_RagTag	59850001	59900000	0.0044288210152927	48795	66882	15101536	512864
Sev	AZ	CM022185.2_RagTag	59850001	59900000	0.0042763385936788	48795	23934	5596844	258556
Butte	Sev	CM022185.2_RagTag	59900001	59950000	0.0029792221414944	48440	12974	4354828	295604
WTX	AZ	CM022185.2_RagTag	59900001	59950000	0.003572857481505	48442	66618	18645580	731220
WTX	Sev	CM022185.2_RagTag	59900001	59950000	0.0032809472487951	48440	17888	5452084	360956
WTX	Butte	CM022185.2_RagTag	59900001	59950000	0.0033798765816622	48442	49570	14666216	835224
Sev	AZ	CM022185.2_RagTag	59900001	59950000	0.0031718134259704	48440	17556	5535004	278036
Butte	AZ	CM022185.2_RagTag	59900001	59950000	0.0032805077146315	48442	48860	14894036	607404
Butte	AZ	CM022185.2_RagTag	59950001	60000000	0.0041376000484713	48901	62280	15052204	596116
Butte	Sev	CM022185.2_RagTag	59950001	60000000	0.003948574752975	48899	17348	4393484	301012
WTX	AZ	CM022185.2_RagTag	59950001	60000000	0.0045061295665238	48901	84386	18726936	833464
WTX	Sev	CM022185.2_RagTag	59950001	60000000	0.0043059882768215	48899	23534	5465412	402708
WTX	Butte	CM022185.2_RagTag	59950001	60000000	0.0045982419686469	48901	67628	14707360	940960
Sev	AZ	CM022185.2_RagTag	59950001	60000000	0.0040577241562765	48899	22698	5593776	274344
WTX	Butte	CM022185.2_RagTag	60000001	60050000	0.0040728790929229	49115	60350	14817528	899272
WTX	AZ	CM022185.2_RagTag	60000001	60050000	0.0042754385405709	49115	80480	18823800	822200
Butte	Sev	CM022185.2_RagTag	60000001	60050000	0.0037795185700617	49114	16686	4414848	300192
Butte	AZ	CM022185.2_RagTag	60000001	60050000	0.0038966135830924	49115	59056	15155724	561076
Sev	AZ	CM022185.2_RagTag	60000001	60050000	0.0040589405815603	49114	22764	5608360	285440
WTX	Sev	CM022185.2_RagTag	60000001	60050000	0.0040176365890626	49114	22022	5481332	412468
Butte	AZ	CM022185.2_RagTag	60050001	60100000	0.0035579750990654	49003	53830	15129392	551568
Sev	AZ	CM022185.2_RagTag	60050001	60100000	0.0034741712866196	49002	19434	5593852	286508
Butte	Sev	CM022185.2_RagTag	60050001	60100000	0.0035540719872819	49002	15694	4415780	288508
WTX	AZ	CM022185.2_RagTag	60050001	60100000	0.004042420205778	49003	75696	18725416	875784
WTX	Sev	CM022185.2_RagTag	60050001	60100000	0.0037373604343181	49002	20432	5466960	413400
WTX	Butte	CM022185.2_RagTag	60050001	60100000	0.0040550405030393	49003	59928	14778644	902316
Butte	Sev	CM022185.2_RagTag	60100001	60150000	0.0040164735280166	48845	17578	4376476	312740
WTX	AZ	CM022185.2_RagTag	60100001	60150000	0.0051896396963035	48846	97362	18760840	777560
WTX	Sev	CM022185.2_RagTag	60100001	60150000	0.0045021015432841	48845	24542	5451232	410288
WTX	Butte	CM022185.2_RagTag	60100001	60150000	0.0049984859245297	48846	73620	14728460	902260
Butte	AZ	CM022185.2_RagTag	60100001	60150000	0.0045425979452858	48846	68408	15059224	571496
Sev	AZ	CM022185.2_RagTag	60100001	60150000	0.0041573185313415	48845	23170	5573304	288216
WTX	Butte	CM022185.2_RagTag	60150001	60200000	0.0057425261965262	48383	83852	14601936	880624
WTX	AZ	CM022185.2_RagTag	60150001	60200000	0.0058854031183789	48383	109234	18560156	793044
Butte	Sev	CM022185.2_RagTag	60150001	60200000	0.0040909145936603	48381	17572	4295372	349396
Butte	AZ	CM022185.2_RagTag	60150001	60200000	0.0043993163374824	48383	65698	14933684	548876
Sev	AZ	CM022185.2_RagTag	60150001	60200000	0.0041366837969446	48381	22590	5460896	345064
WTX	Sev	CM022185.2_RagTag	60150001	60200000	0.0052508646566131	48381	28038	5339692	466268
WTX	Sev	CM022185.2_RagTag	60200001	60250000	0.0046112525467628	48735	25032	5428460	419740
WTX	AZ	CM022185.2_RagTag	60200001	60250000	0.0048491999539541	48735	90316	18624928	869072
Butte	Sev	CM022185.2_RagTag	60200001	60250000	0.0042715528163173	48735	18746	4388568	289992
Butte	AZ	CM022185.2_RagTag	60200001	60250000	0.0041356973280283	48735	62246	15050908	544292
Sev	AZ	CM022185.2_RagTag	60200001	60250000	0.0043794634420786	48735	24380	5566892	281308
WTX	Butte	CM022185.2_RagTag	60200001	60250000	0.004721859117578	48735	69312	14678964	916236
Butte	AZ	CM022185.2_RagTag	60250001	60300000	0.0046540000820868	48200	69396	14911044	512956
WTX	Butte	CM022185.2_RagTag	60250001	60300000	0.0049525850560358	48200	72638	14666684	757316
WTX	Sev	CM022185.2_RagTag	60250001	60300000	0.0046862736216481	48196	25244	5386796	397204
WTX	AZ	CM022185.2_RagTag	60250001	60300000	0.0050731444576106	48200	94188	18566000	714000
Butte	Sev	CM022185.2_RagTag	60250001	60300000	0.0046498900851031	48196	20120	4326984	300216
Sev	AZ	CM022185.2_RagTag	60250001	60300000	0.004642223126114	48196	25428	5477548	306452
Sev	AZ	CM022185.2_RagTag	60300001	60350000	0.0042281449067987	48882	23592	5579752	286328
Butte	AZ	CM022185.2_RagTag	60300001	60350000	0.0044425232102817	48884	67150	15115284	527596
Butte	Sev	CM022185.2_RagTag	60300001	60350000	0.0046958265182293	48882	20648	4397096	295768
WTX	AZ	CM022185.2_RagTag	60300001	60350000	0.0048362793102911	48884	90754	18765252	788348
WTX	Butte	CM022185.2_RagTag	60300001	60350000	0.0048501249184432	48884	71720	14787248	855632
WTX	Sev	CM022185.2_RagTag	60300001	60350000	0.0047038247072112	48882	25668	5456836	409244
WTX	Butte	CM022185.2_RagTag	60350001	60400000	0.0042535190328488	48948	62944	14798100	865260
WTX	Sev	CM022185.2_RagTag	60350001	60400000	0.0040619285375211	48947	22008	5418116	455644
WTX	AZ	CM022185.2_RagTag	60350001	60400000	0.00438060996121	48948	82178	18759488	819712
Butte	Sev	CM022185.2_RagTag	60350001	60400000	0.0037174874646597	48947	16210	4360472	338536
Butte	AZ	CM022185.2_RagTag	60350001	60400000	0.0038468396172553	48948	58080	15098108	565252
Sev	AZ	CM022185.2_RagTag	60350001	60400000	0.0039411700857483	48947	21786	5527800	345960
Sev	AZ	CM022185.2_RagTag	60400001	60450000	0.004242335960125	48802	23532	5546944	309536
Butte	AZ	CM022185.2_RagTag	60400001	60450000	0.0037209821304335	48804	56158	15092252	525028
Butte	Sev	CM022185.2_RagTag	60400001	60450000	0.00421987098192	48802	18434	4368380	316804
WTX	Butte	CM022185.2_RagTag	60400001	60450000	0.0045171801347755	48804	66920	14814552	802728
WTX	Sev	CM022185.2_RagTag	60400001	60450000	0.0043865286854149	48802	23888	5445764	410716
WTX	AZ	CM022185.2_RagTag	60400001	60450000	0.0046305590527067	48804	87096	18808960	712640
Sev	AZ	CM022185.2_RagTag	60450001	60500000	0.0050460528747856	49081	28392	5626576	263144
Butte	AZ	CM022185.2_RagTag	60450001	60500000	0.0047294781110409	49081	71070	15027028	678892
Butte	Sev	CM022185.2_RagTag	60450001	60500000	0.0048762371725935	49081	21402	4389040	322736
WTX	Sev	CM022185.2_RagTag	60450001	60500000	0.0050573800689837	49081	27894	5515504	374216
WTX	Butte	CM022185.2_RagTag	60450001	60500000	0.0051021364203329	49081	75150	14729124	976796
WTX	AZ	CM022185.2_RagTag	60450001	60500000	0.0053210466126776	49081	100466	18880872	751528
WTX	Sev	CM022185.2_RagTag	60500001	60550000	0.0054658817315748	48783	29722	5437732	416228
Sev	AZ	CM022185.2_RagTag	60500001	60550000	0.0051587864168149	48783	28674	5558284	295676
Butte	AZ	CM022185.2_RagTag	60500001	60550000	0.0048976983450735	48783	74034	15116080	494480
Butte	Sev	CM022185.2_RagTag	60500001	60550000	0.0049983923299523	48783	21888	4379008	304160
WTX	AZ	CM022185.2_RagTag	60500001	60550000	0.0058222076028499	48783	109316	18775696	737504
WTX	Butte	CM022185.2_RagTag	60500001	60550000	0.0056812265845813	48783	84028	14790468	820092
Sev	AZ	CM022185.2_RagTag	60550001	60600000	0.0044457697416574	49025	24928	5607128	277192
Butte	AZ	CM022185.2_RagTag	60550001	60600000	0.0041547964186825	49036	62764	15106396	585124
Butte	Sev	CM022185.2_RagTag	60550001	60600000	0.0043583010993068	49025	19168	4398044	309412
WTX	AZ	CM022185.2_RagTag	60550001	60600000	0.0050031625459249	49036	94066	18801308	813092
WTX	Sev	CM022185.2_RagTag	60550001	60600000	0.0049893174809574	49025	27304	5472492	411828
WTX	Butte	CM022185.2_RagTag	60550001	60600000	0.0048356219403616	49036	71322	14749292	942228
WTX	Sev	CM022185.2_RagTag	60600001	60650000	0.0042475158695301	48010	22630	5327820	433620
Sev	AZ	CM022185.2_RagTag	60600001	60650000	0.0036123738383296	48010	19698	5452924	308516
Butte	AZ	CM022185.2_RagTag	60600001	60650000	0.0034317339383987	48012	50794	14801264	562576
Butte	Sev	CM022185.2_RagTag	60600001	60650000	0.0031795716485552	48010	13636	4288628	320524
WTX	AZ	CM022185.2_RagTag	60600001	60650000	0.00435146164788	48012	79954	18374056	830744
WTX	Butte	CM022185.2_RagTag	60600001	60650000	0.0042566688088221	48012	61494	14446508	917332
Butte	AZ	CM022185.2_RagTag	60650001	60700000	0.0039772126696547	49201	60504	15212664	531656
Butte	Sev	CM022185.2_RagTag	60650001	60700000	0.0035609936738716	49196	15732	4417868	305428
WTX	AZ	CM022185.2_RagTag	60650001	60700000	0.0048304128515307	49201	91304	18901904	778496
WTX	Sev	CM022185.2_RagTag	60650001	60700000	0.0043915429909137	49196	24102	5488276	415844
WTX	Butte	CM022185.2_RagTag	60650001	60700000	0.0044586536959077	49201	66542	14924236	820084
Sev	AZ	CM022185.2_RagTag	60650001	60700000	0.0040338638653167	49196	22568	5594636	309484
Butte	AZ	CM022185.2_RagTag	60700001	60750000	0.0042236605093113	48649	63694	15080284	487396
