pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Sev	CM022187.2_RagTag	18450001	18500000	0.0047981167070908	49271	3363	700900	38270
AZ	CM022187.2_RagTag	18450001	18500000	0.00485807947619	49278	44623	9185317	177503
Sev	CM022187.2_RagTag	18500001	18550000	0.0048019853787618	46757	3212	668890	32465
Butte	CM022187.2_RagTag	18500001	18550000	0.0050462937996619	46757	27137	5377610	233230
WTX	CM022187.2_RagTag	18500001	18550000	0.0060867851677172	46757	52325	8596492	287338
AZ	CM022187.2_RagTag	18500001	18550000	0.0055545877906938	46757	48404	8714238	169592
WTX	CM022187.2_RagTag	18550001	18600000	0.0061217263469813	45299	51036	8336864	269946
Butte	CM022187.2_RagTag	18550001	18600000	0.0050224065690156	45299	26203	5217220	218660
Sev	CM022187.2_RagTag	18550001	18600000	0.004864789732977	45297	3150	647510	31975
AZ	CM022187.2_RagTag	18550001	18600000	0.0055017360225144	45299	46574	8465328	141482
AZ	CM022187.2_RagTag	18600001	18650000	0.0050317975364746	49069	46145	9170679	152431
Sev	CM022187.2_RagTag	18600001	18650000	0.0042757372256104	49068	2995	700464	35571
WTX	CM022187.2_RagTag	18600001	18650000	0.0051772564236062	49069	46657	9011916	311194
Butte	CM022187.2_RagTag	18600001	18650000	0.0045570544805723	49069	25880	5679107	209173
WTX	CM022187.2_RagTag	18650001	18700000	0.0051252198340793	48943	45509	8879424	419746
Butte	CM022187.2_RagTag	18650001	18700000	0.0044474721424748	48943	25135	5651525	221635
Sev	CM022187.2_RagTag	18650001	18700000	0.0040290830992991	48942	2799	694699	39446
AZ	CM022187.2_RagTag	18650001	18700000	0.0043122574095386	48943	39418	9140920	158250
WTX	CM022187.2_RagTag	18700001	18750000	0.0046662130196395	48563	41240	8838002	388968
Butte	CM022187.2_RagTag	18700001	18750000	0.0041709737153374	48563	23270	5579033	248527
Sev	CM022187.2_RagTag	18700001	18750000	0.00391782269211	48563	2707	690945	37500
AZ	CM022187.2_RagTag	18700001	18750000	0.0045057728354773	48563	40886	9074137	152833
AZ	CM022187.2_RagTag	18750001	18800000	0.0053502384403645	48975	48917	9142957	162293
Sev	CM022187.2_RagTag	18750001	18800000	0.0045901392395345	48973	3169	690393	44232
Butte	CM022187.2_RagTag	18750001	18800000	0.0049592874144765	48975	28071	5660289	216711
WTX	CM022187.2_RagTag	18750001	18800000	0.0054765522008626	48975	49382	9016987	288263
WTX	CM022187.2_RagTag	18800001	18850000	0.005698931437667	48568	50529	8866399	361521
Butte	CM022187.2_RagTag	18800001	18850000	0.0049694265721971	48568	27701	5574285	253875
Sev	CM022187.2_RagTag	18800001	18850000	0.0041227808389684	48565	2832	686915	41605
AZ	CM022187.2_RagTag	18800001	18850000	0.0051936256186871	48568	47186	9085368	142552
Sev	CM022187.2_RagTag	18850001	18900000	0.0053033297501338	48415	3636	685607	40618
AZ	CM022187.2_RagTag	18850001	18900000	0.0062496088347374	48415	56718	9075448	123402
WTX	CM022187.2_RagTag	18850001	18900000	0.0065575457545349	48415	58241	8881524	317326
Butte	CM022187.2_RagTag	18850001	18900000	0.0060927777858648	48415	33903	5564457	245343
WTX	CM022187.2_RagTag	18900001	18950000	0.0068797916391732	48864	60786	8835442	448718
Butte	CM022187.2_RagTag	18900001	18950000	0.0060505400364513	48864	33832	5591567	272113
Sev	CM022187.2_RagTag	18900001	18950000	0.0048789805759413	48864	3346	685799	47161
AZ	CM022187.2_RagTag	18900001	18950000	0.0067556401931859	48864	61485	9101284	182876
AZ	CM022187.2_RagTag	18950001	19000000	0.0061269664537895	48453	55447	9049666	156404
WTX	CM022187.2_RagTag	18950001	19000000	0.0064180117993732	48453	56661	8828435	377635
Butte	CM022187.2_RagTag	18950001	19000000	0.0055054762090585	48453	30474	5535216	279144
Sev	CM022187.2_RagTag	18950001	19000000	0.0047248946665447	48451	3205	678322	48473
Sev	CM022187.2_RagTag	19000001	19050000	0.0057346704468239	48996	3916	682864	52091
AZ	CM022187.2_RagTag	19000001	19050000	0.0070086106880903	48997	64155	9153740	155690
WTX	CM022187.2_RagTag	19000001	19050000	0.0068870435233341	48997	61318	8903385	406045
Butte	CM022187.2_RagTag	19000001	19050000	0.0065160256410256	48997	36594	5616000	263640
WTX	CM022187.2_RagTag	19050001	19100000	0.0064144080212408	48251	56186	8759343	408347
Butte	CM022187.2_RagTag	19050001	19100000	0.0058739382198975	48251	32554	5542108	248012
Sev	CM022187.2_RagTag	19050001	19100000	0.0052331602357306	48247	3512	671105	52660
AZ	CM022187.2_RagTag	19050001	19100000	0.0063224714242978	48251	57043	9022263	145427
WTX	CM022187.2_RagTag	19100001	19150000	0.0068071335182824	48534	60145	8835584	385876
Butte	CM022187.2_RagTag	19100001	19150000	0.0065445543558253	48534	36425	5565696	258384
Sev	CM022187.2_RagTag	19100001	19150000	0.0057429144511963	48533	3871	674048	53962
AZ	CM022187.2_RagTag	19100001	19150000	0.0067414819218316	48534	61022	9051719	169741
AZ	CM022187.2_RagTag	19150001	19200000	0.0068002249070575	48990	62213	9148668	159432
Sev	CM022187.2_RagTag	19150001	19200000	0.0063282609672225	48990	4367	690079	44771
Butte	CM022187.2_RagTag	19150001	19200000	0.0063489286372225	48990	35635	5612758	266042
WTX	CM022187.2_RagTag	19150001	19200000	0.0067710280368574	48990	60188	8889049	419051
WTX	CM022187.2_RagTag	19200001	19250000	0.0066062872447628	48967	58169	8805097	498633
Butte	CM022187.2_RagTag	19200001	19250000	0.0055131527717374	48967	30982	5619652	256388
Sev	CM022187.2_RagTag	19200001	19250000	0.004823844580657	48963	3288	681614	52891
AZ	CM022187.2_RagTag	19200001	19250000	0.0060431560535904	48967	55049	9109313	194417
AZ	CM022187.2_RagTag	19250001	19300000	0.0056594668173807	48916	51530	9105098	188942
WTX	CM022187.2_RagTag	19250001	19300000	0.0061576233266939	48916	54339	8824671	469369
Butte	CM022187.2_RagTag	19250001	19300000	0.0054994931130134	48916	30395	5526873	343047
Sev	CM022187.2_RagTag	19250001	19300000	0.0045628410856782	48915	3086	676333	57407
AZ	CM022187.2_RagTag	19300001	19350000	0.0061796862968675	48786	56299	9110333	159007
Sev	CM022187.2_RagTag	19300001	19350000	0.0042882600286176	48786	2931	683494	48296
Butte	CM022187.2_RagTag	19300001	19350000	0.0057129437579438	48786	31868	5578210	276110
WTX	CM022187.2_RagTag	19300001	19350000	0.0063025855388005	48786	55195	8757517	511823
WTX	CM022187.2_RagTag	19350001	19400000	0.0060531831752328	48825	53342	8812223	464527
Butte	CM022187.2_RagTag	19350001	19400000	0.005876812528143	48825	32876	5594189	264811
Sev	CM022187.2_RagTag	19350001	19400000	0.0047326069783039	48825	3253	687359	45016
AZ	CM022187.2_RagTag	19350001	19400000	0.0060895603432829	48825	55535	9119706	157044
Sev	CM022187.2_RagTag	19400001	19450000	0.004149402023919	48900	2819	679375	54125
AZ	CM022187.2_RagTag	19400001	19450000	0.0061890415010353	48900	56417	9115628	175372
WTX	CM022187.2_RagTag	19400001	19450000	0.0062390553842772	48900	54330	8708049	582951
Butte	CM022187.2_RagTag	19400001	19450000	0.005026964808567	48900	28143	5598408	269592
WTX	CM022187.2_RagTag	19450001	19500000	0.0060706339988261	47465	51519	8486593	531757
Butte	CM022187.2_RagTag	19450001	19500000	0.0054908739453436	47465	29758	5419538	276262
Sev	CM022187.2_RagTag	19450001	19500000	0.0043380108450271	47464	2892	666665	45310
AZ	CM022187.2_RagTag	19450001	19500000	0.0062520623516611	47465	55060	8806694	211656
AZ	CM022187.2_RagTag	19500001	19550000	0.0058469328890306	48548	52948	9055688	168432
WTX	CM022187.2_RagTag	19500001	19550000	0.0059305132600273	48548	51804	8735163	488957
Butte	CM022187.2_RagTag	19500001	19550000	0.0051753944519182	48548	28826	5569817	255943
Sev	CM022187.2_RagTag	19500001	19550000	0.0043633138718498	48545	2952	676550	51670
Sev	CM022187.2_RagTag	19550001	19600000	0.0043022598247662	48889	2929	680805	52530
AZ	CM022187.2_RagTag	19550001	19600000	0.0054802076897066	48889	50032	9129581	159329
WTX	CM022187.2_RagTag	19550001	19600000	0.0054802354604016	48889	48412	8833927	454983
Butte	CM022187.2_RagTag	19550001	19600000	0.0050445559811952	48889	28398	5629435	237245
WTX	CM022187.2_RagTag	19600001	19650000	0.0055909369798079	48743	48906	8747371	513799
Butte	CM022187.2_RagTag	19600001	19650000	0.0049320237287656	48743	27235	5522074	327086
Sev	CM022187.2_RagTag	19600001	19650000	0.0042170392833652	48738	2898	687212	43933
AZ	CM022187.2_RagTag	19600001	19650000	0.005366492911635	48743	48662	9067747	193423
WTX	CM022187.2_RagTag	19650001	19700000	0.0055105525385435	48860	48259	8757561	525839
Butte	CM022187.2_RagTag	19650001	19700000	0.0047943859990618	48860	26798	5589454	273746
Sev	CM022187.2_RagTag	19650001	19700000	0.0042134476353084	48858	2833	672371	60529
AZ	CM022187.2_RagTag	19650001	19700000	0.0054229332786703	48860	49524	9132327	151073
AZ	CM022187.2_RagTag	19700001	19750000	0.0058457750302228	48289	52577	8994017	180893
Sev	CM022187.2_RagTag	19700001	19750000	0.0049692018375893	48288	3377	679586	44749
Butte	CM022187.2_RagTag	19700001	19750000	0.0052979019458988	48289	29443	5557483	237197
WTX	CM022187.2_RagTag	19700001	19750000	0.0061943462717978	48289	53639	8659348	515562
WTX	CM022187.2_RagTag	19750001	19800000	0.004964185522293	49154	43794	8821991	517269
Butte	CM022187.2_RagTag	19750001	19800000	0.0044326323087589	49154	24934	5625100	273380
Sev	CM022187.2_RagTag	19750001	19800000	0.0040941507290034	49151	2778	678529	58781
AZ	CM022187.2_RagTag	19750001	19800000	0.0050494023791303	49154	46255	9160490	178770
WTX	CM022187.2_RagTag	19800001	19850000	0.005051796633032	48825	43953	8700469	576281
Butte	CM022187.2_RagTag	19800001	19850000	0.0045374444025794	48825	25205	5554889	304111
Sev	CM022187.2_RagTag	19800001	19850000	0.0040816870973335	48824	2754	674721	57654
AZ	CM022187.2_RagTag	19800001	19850000	0.004826285997235	48825	43939	9104102	172648
AZ	CM022187.2_RagTag	19850001	19900000	0.0043835044624011	48938	40031	9132191	166029
Sev	CM022187.2_RagTag	19850001	19900000	0.0037055536156036	48936	2515	678711	55359
WTX	CM022187.2_RagTag	19850001	19900000	0.004678018091468	48938	41232	8813989	484231
Butte	CM022187.2_RagTag	19850001	19900000	0.0041771682907326	48938	23304	5578899	293661
WTX	CM022187.2_RagTag	19900001	19950000	0.0066109061394938	48485	57358	8676269	535881
Butte	CM022187.2_RagTag	19900001	19950000	0.00603791356742	48485	33590	5563180	255020
Sev	CM022187.2_RagTag	19900001	19950000	0.0053590804760159	48485	3640	679221	48054
AZ	CM022187.2_RagTag	19900001	19950000	0.006132526731846	48485	55404	9034449	177701
AZ	CM022187.2_RagTag	19950001	20000000	0.0053711252981383	48898	48964	9116153	174467
WTX	CM022187.2_RagTag	19950001	20000000	0.0056122255377132	48898	48807	8696550	594070
Butte	CM022187.2_RagTag	19950001	20000000	0.0047874003509417	48898	26612	5558758	309002
Sev	CM022187.2_RagTag	19950001	20000000	0.0043285700161103	48891	2977	687756	45714
WTX	CM022187.2_RagTag	20000001	20050000	0.0067025853444584	48936	59125	8821223	476617
Butte	CM022187.2_RagTag	20000001	20050000	0.006158262952888	48936	34531	5607263	265057
Sev	CM022187.2_RagTag	20000001	20050000	0.0052086829869148	48935	3569	685202	48838
AZ	CM022187.2_RagTag	20000001	20050000	0.0062333995488928	48936	56897	9127764	170076
Butte	CM022187.2_RagTag	20050001	20100000	0.0055072062188576	48459	30727	5579417	235663
Sev	CM022187.2_RagTag	20050001	20100000	0.0052300910661719	48458	3493	667866	59019
AZ	CM022187.2_RagTag	20050001	20100000	0.0062610840707204	48459	56519	9027031	180179
WTX	CM022187.2_RagTag	20050001	20100000	0.0060914773146925	48459	53526	8787031	420179
Sev	CM022187.2_RagTag	20100001	20150000	0.0052545011952016	48724	3594	683985	46875
AZ	CM022187.2_RagTag	20100001	20150000	0.0058744632335652	48724	53491	9105683	151877
WTX	CM022187.2_RagTag	20100001	20150000	0.0060934012295069	48724	53467	8774574	482986
Butte	CM022187.2_RagTag	20100001	20150000	0.0055310139050456	48724	31005	5605663	241217
WTX	CM022187.2_RagTag	20150001	20200000	0.005140592125485	48899	44888	8732068	558742
Butte	CM022187.2_RagTag	20150001	20200000	0.0044797770630083	48899	24872	5552062	315818
Sev	CM022187.2_RagTag	20150001	20200000	0.0043997731389581	48899	3041	691172	42313
AZ	CM022187.2_RagTag	20150001	20200000	0.0049507632225187	48899	45056	9100819	189991
Butte	CM022187.2_RagTag	20200001	20250000	0.0051142677504163	48519	28364	5546053	276227
AZ	CM022187.2_RagTag	20200001	20250000	0.0054033421773299	48519	48881	9046438	172172
Sev	CM022187.2_RagTag	20200001	20250000	0.0043294725659311	48514	2922	674909	52876
WTX	CM022187.2_RagTag	20200001	20250000	0.0055660341469396	48519	48429	8700809	517801
Butte	CM022187.2_RagTag	20250001	20300000	0.0049483181206226	48869	27772	5612412	251868
WTX	CM022187.2_RagTag	20250001	20300000	0.0051291249631756	48869	45181	8808715	476395
Sev	CM022187.2_RagTag	20250001	20300000	0.0042286659499765	48869	2899	685559	47476
AZ	CM022187.2_RagTag	20250001	20300000	0.0048151566567368	48869	43562	9046850	238260
AZ	CM022187.2_RagTag	20300001	20350000	0.0058083998178296	45173	48949	8427278	155592
Sev	CM022187.2_RagTag	20300001	20350000	0.0047737863663442	45173	3021	632831	44764
Butte	CM022187.2_RagTag	20300001	20350000	0.0057298676061629	45173	29769	5195408	225352
WTX	CM022187.2_RagTag	20300001	20350000	0.0059328193680845	45173	48223	8128176	454694
AZ	CM022187.2_RagTag	20350001	20400000	0.0050260741177425	48723	45561	9064928	192442
Butte	CM022187.2_RagTag	20350001	20400000	0.0049185666291383	48723	27414	5573575	273185
WTX	CM022187.2_RagTag	20350001	20400000	0.0054933245993777	48723	48103	8756628	500742
Sev	CM022187.2_RagTag	20350001	20400000	0.0043101852194713	48723	2910	675145	55700
Sev	CM022187.2_RagTag	20400001	20450000	0.004693874545267	48823	3187	678970	53405
AZ	CM022187.2_RagTag	20400001	20450000	0.0052692239138588	48825	48187	9144990	131760
Butte	CM022187.2_RagTag	20400001	20450000	0.0051866186699385	48825	29109	5612327	246673
WTX	CM022187.2_RagTag	20400001	20450000	0.0054364566371486	48825	48307	8885751	390999
Butte	CM022187.2_RagTag	20450001	20500000	0.0046367276555287	48443	25921	5590365	222795
AZ	CM022187.2_RagTag	20450001	20500000	0.004847541525524	48443	43714	9017767	186403
Sev	CM022187.2_RagTag	20450001	20500000	0.0044619747557549	48438	2991	670331	56314
WTX	CM022187.2_RagTag	20450001	20500000	0.0048783252276872	48443	42782	8769813	434357
AZ	CM022187.2_RagTag	20500001	20550000	0.0039224508046914	40648	29834	7605959	117161
Sev	CM022187.2_RagTag	20500001	20550000	0.0032365858825749	40646	1818	561703	48017
Butte	CM022187.2_RagTag	20500001	20550000	0.0041296228780205	40648	19233	4657326	220434
WTX	CM022187.2_RagTag	20500001	20550000	0.0042409025951554	40648	31421	7409036	314084
WTX	CM022187.2_RagTag	20550001	20600000	0.0062491459135553	47018	53641	8583733	349687
Sev	CM022187.2_RagTag	20550001	20600000	0.0051632743777611	47017	3415	661402	43868
Butte	CM022187.2_RagTag	20550001	20600000	0.005635726335291	47018	30438	5400901	241259
AZ	CM022187.2_RagTag	20550001	20600000	0.0061518669522587	47018	54208	8811634	121786
Butte	CM022187.2_RagTag	20600001	20650000	0.0057212247937105	48548	31849	5566815	258945
AZ	CM022187.2_RagTag	20600001	20650000	0.0055553566329205	48548	50269	9048744	175376
Sev	CM022187.2_RagTag	20600001	20650000	0.0050064625428097	48548	3428	684715	43505
WTX	CM022187.2_RagTag	20600001	20650000	0.0065801992293317	48548	57958	8807940	416180
AZ	CM022187.2_RagTag	20650001	20700000	0.0052121055198419	48979	47547	9122417	183593
Sev	CM022187.2_RagTag	20650001	20700000	0.0049840780329272	48979	3423	686787	47898
WTX	CM022187.2_RagTag	20650001	20700000	0.0056825282151053	48979	50702	8922437	383573
Butte	CM022187.2_RagTag	20650001	20700000	0.0053711448825325	48979	30159	5615004	262476
AZ	CM022187.2_RagTag	20700001	20750000	0.0058596382053419	48724	53352	9104999	152561
Sev	CM022187.2_RagTag	20700001	20750000	0.0051584009397599	48721	3513	681025	49835
Butte	CM022187.2_RagTag	20700001	20750000	0.0058345011450251	48724	32433	5558830	288050
WTX	CM022187.2_RagTag	20700001	20750000	0.0059980314601213	48724	53547	8927429	330131
Sev	CM022187.2_RagTag	20750001	20800000	0.0043151332379491	48801	3022	700326	31689
Butte	CM022187.2_RagTag	20750001	20800000	0.005185746478456	48801	29414	5672086	184034
WTX	CM022187.2_RagTag	20750001	20800000	0.0061588042287176	48801	54973	8925921	346269
AZ	CM022187.2_RagTag	20750001	20800000	0.0058259492979194	48801	53042	9104439	167751
WTX	CM022187.2_RagTag	20800001	20850000	0.0054590509090453	49019	49235	9018967	294643
Butte	CM022187.2_RagTag	20800001	20850000	0.0049932049415018	49019	28335	5674712	207568
Sev	CM022187.2_RagTag	20800001	20850000	0.0049801617167996	49017	3507	704194	31091
AZ	CM022187.2_RagTag	20800001	20850000	0.0052358967166958	49019	47825	9134061	179549
Sev	CM022187.2_RagTag	20850001	20900000	0.0053277283451638	48564	3683	691289	37186
AZ	CM022187.2_RagTag	20850001	20900000	0.0050857655087752	48565	46069	9058420	168930
WTX	CM022187.2_RagTag	20850001	20900000	0.0061877359426842	48565	54305	8776231	451119
Butte	CM022187.2_RagTag	20850001	20900000	0.0054073887449568	48565	30241	5592533	235267
WTX	CM022187.2_RagTag	20900001	20950000	0.0050471065908698	48928	44831	8882515	413805
Butte	CM022187.2_RagTag	20900001	20950000	0.0050324560812797	48928	28323	5628067	243293
Sev	CM022187.2_RagTag	20900001	20950000	0.00377379424719	48928	2585	684987	48933
AZ	CM022187.2_RagTag	20900001	20950000	0.0051018233790221	48928	46448	9104196	192124
AZ	CM022187.2_RagTag	20950001	21000000	0.0047924355740049	48867	43723	9123336	161394
Sev	CM022187.2_RagTag	20950001	21000000	0.003725944147012	48866	2575	691100	41905
WTX	CM022187.2_RagTag	20950001	21000000	0.0050917321784325	48867	45386	8913666	371064
Butte	CM022187.2_RagTag	20950001	21000000	0.0051136809513957	48867	28672	5606920	257120
Butte	CM022187.2_RagTag	21000001	21050000	0.0047264708724643	48798	26362	5577523	278237
AZ	CM022187.2_RagTag	21000001	21050000	0.0047306736373926	48798	43115	9113924	157696
Sev	CM022187.2_RagTag	21000001	21050000	0.0035357297079545	48798	2440	690098	41872
WTX	CM022187.2_RagTag	21000001	21050000	0.0050854739666719	48798	44908	8830642	440978
Sev	CM022187.2_RagTag	21050001	21100000	0.0036375889956452	49184	2526	694416	43344
Butte	CM022187.2_RagTag	21050001	21100000	0.004583442521938	49184	25886	5647720	254360
AZ	CM022187.2_RagTag	21050001	21100000	0.0040685578228567	49184	37374	9186056	158904
WTX	CM022187.2_RagTag	21050001	21100000	0.0047438166537352	49184	42083	8871127	473833
Sev	CM022187.2_RagTag	21100001	21150000	0.0036690926947968	48893	2503	682185	51225
WTX	CM022187.2_RagTag	21100001	21150000	0.0049530028401622	48894	44067	8897027	392833
Butte	CM022187.2_RagTag	21100001	21150000	0.0046214406344261	48894	25879	5599769	267511
AZ	CM022187.2_RagTag	21100001	21150000	0.0042104227923782	48894	38445	9130912	158948
Sev	CM022187.2_RagTag	21150001	21200000	0.0043180367113111	48661	2969	687581	42379
AZ	CM022187.2_RagTag	21150001	21200000	0.0047550021904992	48664	43176	9080122	166038
Butte	CM022187.2_RagTag	21150001	21200000	0.0042992870633026	48664	24089	5603022	236658
WTX	CM022187.2_RagTag	21150001	21200000	0.004897751476023	48664	43291	8838954	407206
WTX	CM022187.2_RagTag	21200001	21250000	0.0064540731725691	49129	58170	9012913	321597
Butte	CM022187.2_RagTag	21200001	21250000	0.0057153621463385	49129	32191	5632364	263116
Sev	CM022187.2_RagTag	21200001	21250000	0.0050177688726095	49129	3496	696724	40211
AZ	CM022187.2_RagTag	21200001	21250000	0.0060345642145199	49129	55499	9196853	137657
WTX	CM022187.2_RagTag	21250001	21300000	0.0046641351919244	49155	41911	8985803	353647
Butte	CM022187.2_RagTag	21250001	21300000	0.0041094600381308	49155	23128	5627990	270610
Sev	CM022187.2_RagTag	21250001	21300000	0.0034741883302607	49151	2399	690521	46804
AZ	CM022187.2_RagTag	21250001	21300000	0.0042654573672077	49155	39264	9205109	134341
WTX	CM022187.2_RagTag	21300001	21350000	0.0050824361607397	48960	45507	8953777	348623
Butte	CM022187.2_RagTag	21300001	21350000	0.0049196622073424	48960	27708	5632094	243106
Sev	CM022187.2_RagTag	21300001	21350000	0.0039915214578688	48959	2755	690213	44187
AZ	CM022187.2_RagTag	21300001	21350000	0.0048906194693367	48960	44642	9128087	174313
AZ	CM022187.2_RagTag	21350001	21400000	0.003520604884339	48803	32020	9095028	177542
Sev	CM022187.2_RagTag	21350001	21400000	0.0030396469974165	48803	2079	683961	48084
Butte	CM022187.2_RagTag	21350001	21400000	0.0032429371086599	48803	18163	5600787	255573
WTX	CM022187.2_RagTag	21350001	21400000	0.003757650168581	48803	33427	8895719	376851
WTX	CM022187.2_RagTag	21400001	21450000	0.0044819137949054	49097	40480	9031856	296574
Butte	CM022187.2_RagTag	21400001	21450000	0.0037847304206773	49097	21447	5666718	224922
Sev	CM022187.2_RagTag	21400001	21450000	0.003703573479601	49087	2528	682584	53871
AZ	CM022187.2_RagTag	21400001	21450000	0.0035971085741464	49097	32989	9170977	157453
AZ	CM022187.2_RagTag	21450001	21500000	0.0051920762274675	48411	47011	9054374	143716
WTX	CM022187.2_RagTag	21450001	21500000	0.0058253579924822	48411	51418	8826582	371508
Butte	CM022187.2_RagTag	21450001	21500000	0.0046062574446063	48411	25608	5559394	249926
Sev	CM022187.2_RagTag	21450001	21500000	0.004235806566315	48408	2859	674960	51205
AZ	CM022187.2_RagTag	21500001	21550000	0.0052479831191392	48823	47891	9125601	150769
Sev	CM022187.2_RagTag	21500001	21550000	0.0034813422277923	48818	2350	675027	57318
WTX	CM022187.2_RagTag	21500001	21550000	0.0055471711974231	48823	48779	8793491	482879
Butte	CM022187.2_RagTag	21500001	21550000	0.0046880285596814	48823	26248	5598942	259818
Sev	CM022187.2_RagTag	21550001	21600000	0.0031730676211666	48699	2132	671905	58625
WTX	CM022187.2_RagTag	21550001	21600000	0.0040645206307856	48702	35649	8770776	482604
Butte	CM022187.2_RagTag	21550001	21600000	0.0036148035495233	48702	20156	5575960	268280
AZ	CM022187.2_RagTag	21550001	21600000	0.0040467976395815	48702	36652	9057038	196342
AZ	CM022187.2_RagTag	21600001	21650000	0.0045606814186845	48946	41570	9114866	184874
Sev	CM022187.2_RagTag	21600001	21650000	0.0042897691563405	48945	2935	684186	50004
WTX	CM022187.2_RagTag	21600001	21650000	0.0049331847970866	48946	43459	8809522	490218
Butte	CM022187.2_RagTag	21600001	21650000	0.004362314287958	48946	24441	5602760	270760
WTX	CM022187.2_RagTag	21650001	21700000	0.0049262240080166	47948	42602	8648003	462117
Butte	CM022187.2_RagTag	21650001	21700000	0.0042826200503322	47948	23450	5475620	278140
Sev	CM022187.2_RagTag	21650001	21700000	0.0031261687743719	47948	2098	671109	48111
AZ	CM022187.2_RagTag	21650001	21700000	0.0044968917851567	47948	40224	8944845	165275
WTX	CM022187.2_RagTag	21700001	21750000	0.0056950918378166	48893	49792	8742967	546703
Butte	CM022187.2_RagTag	21700001	21750000	0.0052327000982022	48893	29360	5610870	256290
Sev	CM022187.2_RagTag	21700001	21750000	0.0044558362476558	48885	3077	690555	42840
AZ	CM022187.2_RagTag	21700001	21750000	0.0055896357021688	48893	51034	9130112	159558
AZ	CM022187.2_RagTag	21750001	21800000	0.0052708426282673	48610	47669	9043905	191995
Sev	CM022187.2_RagTag	21750001	21800000	0.0051454238192653	48604	3471	674580	54570
WTX	CM022187.2_RagTag	21750001	21800000	0.0056831932417043	48610	49761	8755817	480083
Butte	CM022187.2_RagTag	21750001	21800000	0.0049662403996617	48610	27411	5519467	313733
WTX	CM022187.2_RagTag	21800001	21850000	0.0050562600986418	49035	44630	8826682	489968
Butte	CM022187.2_RagTag	21800001	21850000	0.0047840188627746	49035	26677	5576274	307926
Sev	CM022187.2_RagTag	21800001	21850000	0.004217568773814	49035	2920	692342	43183
AZ	CM022187.2_RagTag	21800001	21850000	0.0049397920057595	49035	45093	9128522	188128
AZ	CM022187.2_RagTag	21850001	21900000	0.0046737895702978	48916	42683	9132418	161622
Sev	CM022187.2_RagTag	21850001	21900000	0.0040445803950733	48916	2741	677697	56043
Butte	CM022187.2_RagTag	21850001	21900000	0.0045300400861087	48916	25151	5552048	317872
WTX	CM022187.2_RagTag	21850001	21900000	0.0050253735289797	48916	44720	8898841	395199
Sev	CM022187.2_RagTag	21900001	21950000	0.0041936367436965	49071	2909	693670	42395
AZ	CM022187.2_RagTag	21900001	21950000	0.0050150221643585	49071	45985	9169451	154039
WTX	CM022187.2_RagTag	21900001	21950000	0.0049194518856827	49071	43611	8865012	458478
Butte	CM022187.2_RagTag	21900001	21950000	0.004713655978642	49071	26399	5600536	287984
WTX	CM022187.2_RagTag	21950001	22000000	0.0054292813208084	48670	47951	8831924	415376
Butte	CM022187.2_RagTag	21950001	22000000	0.0055028094633799	48670	30614	5563340	277060
Sev	CM022187.2_RagTag	21950001	22000000	0.0044264571959079	48669	2999	677517	52533
AZ	CM022187.2_RagTag	21950001	22000000	0.0057791010042466	48670	52448	9075460	171840
WTX	CM022187.2_RagTag	22000001	22050000	0.0051558726026276	34044	31631	6134946	333414
Butte	CM022187.2_RagTag	22000001	22050000	0.0042875917049574	34044	16603	3872337	212943
Sev	CM022187.2_RagTag	22000001	22050000	0.0041234492038098	34044	1946	471935	38725
AZ	CM022187.2_RagTag	22000001	22050000	0.0049127166052839	34044	31256	6362264	106096
AZ	CM022187.2_RagTag	22050001	22100000	0.0047940614424844	49039	43850	9146733	170677
WTX	CM022187.2_RagTag	22050001	22100000	0.0051602005737688	49039	46063	8926591	390819
Butte	CM022187.2_RagTag	22050001	22100000	0.0046907745968152	49039	26409	5629987	254693
Sev	CM022187.2_RagTag	22050001	22100000	0.0038901838604074	49039	2707	695854	39731
Butte	CM022187.2_RagTag	22100001	22150000	0.0057118435012493	48801	31527	5519584	336536
WTX	CM022187.2_RagTag	22100001	22150000	0.0058887803035998	48801	50526	8580045	692145
Sev	CM022187.2_RagTag	22100001	22150000	0.0057501160072234	48801	3891	676682	55333
AZ	CM022187.2_RagTag	22100001	22150000	0.0055703927947878	48801	50550	9074764	197426
AZ	CM022187.2_RagTag	22150001	22200000	0.0058581090264918	48782	53314	9100889	167691
Sev	CM022187.2_RagTag	22150001	22200000	0.0045181512575666	48781	3102	686564	45166
Butte	CM022187.2_RagTag	22150001	22200000	0.004749848403344	48782	26366	5550914	302926
WTX	CM022187.2_RagTag	22150001	22200000	0.0056711914070179	48782	49037	8646684	621896
Sev	CM022187.2_RagTag	22200001	22250000	0.0050411685820992	49084	3496	693490	42800
AZ	CM022187.2_RagTag	22200001	22250000	0.0061779941184962	49086	56531	9150381	175959
WTX	CM022187.2_RagTag	22200001	22250000	0.0068111640065177	49086	59742	8771188	555152
Butte	CM022187.2_RagTag	22200001	22250000	0.0059138418505004	49086	32948	5571336	318984
AZ	CM022187.2_RagTag	22250001	22300000	0.0054746622462562	48813	49596	9059189	215281
Sev	CM022187.2_RagTag	22250001	22300000	0.0052907143504682	48813	3560	672877	59318
Butte	CM022187.2_RagTag	22250001	22300000	0.0048598511896415	48813	27033	5562516	295044
